"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11107A","COTTONWOOD CK NEAR RULISON","River/Stream","The site is SW of Rulison at 309 Rd.",14010005,NA,"",NA,"",39.4725,-107.964667,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11110","11110","River/Stream","Big Salt Wash - below Ruby Lee Residence",14010005,NA,"",NA,"",39.33556,-108.74778,NA,NA,"","GPS-Unspecified","UNKWN",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11119","BEAVER CREEK AT CR 320","River/Stream","",14010005,NA,"",NA,"",39.505344,-107.855341,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11129","PLATEAU CREEK NEAR MOUTH","River/Stream","",14010005,NA,"",NA,"",39.18031,-108.2786,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11133","ADOBE CREEK NEAR MOUTH","River/Stream","At 19 Rd crossing, east of Fruita and south of I-70 Frontage Rd",14010005,NA,"",NA,"",39.13185,-108.70131,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11135","LEACH CREEK NEAR MOUTH","River/Stream","2.2 miles west on River RD from the intersection of Broadway (Hwy 340) and River Rd.",14010005,NA,"",NA,"",39.090367,-108.6079,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11135A","INDIAN WASH NEAR MOUTH","River/Stream","0.95 miles west of intersection of Broadway (Hwy 340) and River RD at River RD crossing.",14010005,NA,"",NA,"",39.079283,-108.58838,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11135B","INDIAN WASH AT C 1/2 RD  NEAR MOUTH","River/Stream","",14010005,NA,"",NA,"",39.05559,-108.53371,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11140","PARACHUTE CREEK BLW EAST, MIDDLE, AND WEST FORK CONFLUENCES","River/Stream","Site located below Encana gated entrance at end of 215 Road and below the confluences of the East, Middle, and West Forks of Parachute Creek.",14010005,NA,"",NA,"",39.56994,-108.1094,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11145b","11145b","River/Stream","Middle Fork Parachute Creek - above West Fork",14010005,NA,"",NA,"",39.6208333333,-108.112,NA,NA,"","GPS-Unspecified","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11145b2","11145b2","River/Stream","Middle Fork Parachute Creek - below Davis Gulch",14010005,NA,"",NA,"",39.6208333333,-108.1058333333,NA,NA,"","GPS-Unspecified","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11148","DRY CREEK AT CO RD 352 (AIRPORT RD) NEAR RIFLE","River/Stream","",14010005,NA,"",NA,"",39.519864,-107.730646,24000,NA,"","Interpolation-Map","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11149B","MAMM CK. @ ANTARA RESOURCES NR GARFIELD COUNTY AIRPORT","River/Stream","The site is on the Antara Resources property.",14010005,NA,"",NA,"",39.510667,-107.690333,24000,NA,"","Interpolation-Map","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11149C","MAMM CK AT CR 352 (NEAR GARFIELD COUNTY REGIONAL AIRPORT)","River/Stream","",14010005,NA,"",NA,"",39.527308,-107.71005,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11151B","MESA CREEK NEAR HWY 330","River/Stream","",14010005,NA,"",NA,"",39.18857,-108.13947,24000,NA,"","Interpolation-Map","NAD83",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11151C","MESA CK AT K E RD","River/Stream","",14010005,NA,"",NA,"",39.163578,-108.141827,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11151E","BIG BEAVER CK SOUTH OF MESA","River/Stream","",14010005,NA,"",NA,"",39.069444,-108.154167,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11153","RAPID CREEK ABV CONF. WITH COTTONWOOD CREEK","River/Stream","",14010005,NA,"",NA,"",39.12898,-108.29736,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11155B","BIG CREEK AT DE.00 RD","River/Stream","",14010005,NA,"",NA,"",39.22513,-107.99922,24000,NA,"","Interpolation-Map","NAD83",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11156","PLATEAU CREEK AT HWY 330 (MAIN STREET) IN COLLBRAN","River/Stream","",14010005,NA,"",NA,"",39.24077,-107.96083,24000,NA,"","Interpolation-Map","NAD83",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11156B","BUZZARD CREEK AT RODEO RD CROSSING IN COLLBRAN","River/Stream","",14010005,NA,"",NA,"",39.24142,-107.9634,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11160","DRY HOLLOW CREEK AT ALTA MESA RD NEAR SILT","River/Stream","",14010005,NA,"",NA,"",39.504365,-107.657765,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11170","RIFLE CREEK AT RIFLE","River/Stream","In Rifle on rail road road or 13 hwy",14010005,NA,"",NA,"",39.53802,-107.7833,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11170B","GOVERNMENT CREEK AT HWY13","River/Stream","",14010005,NA,"",NA,"",39.55222,-107.77902,24000,NA,"","Interpolation-Map","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11171","WEST RIFLE CREEK AT RIFLE GAP STATE PARK","River/Stream","",14010005,NA,"",NA,"",39.64615,-107.78,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11173","EAST RIFLE CREEK AT RIFLE FALLS STATE PARK","River/Stream","From Rifle take Hwy 13 north, to Hwy 325",14010005,NA,"",NA,"",39.67628,-107.6988,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11175","MIDDLE RIFLE CREEK ABOVE WEST RIFLE CREEK","River/Stream","Site located at irrigation pipe at end of 4x4 road appx 1/2 mile above corrections facility on Rd 219.",14010005,NA,"",NA,"",39.65826,-107.78014,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11187","EAST DIVIDE CREEK AT 313 RD NEAR GAGE","River/Stream","Below gage and above June Creek.",14010005,NA,"",NA,"",39.43538,-107.5783,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11189","ALKALI CREEK AT APPLE TREE NEAR NEW CASTLE, COLORADO","River/Stream","This location is about .25 miles upstream of the 11189 site (39.56253 -107.5440 ) in the Legacy database.",14010005,NA,"",NA,"",39.560649,-107.54011,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11190A","MAIN ELK CREEK AT FR 243","River/Stream","On property turnoff",14010005,NA,"",NA,"",39.65779,-107.56525,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11191","SOUTH CANYON CREEK AT MOUTH @ 134 RD","River/Stream","",14010005,NA,"",NA,"",39.56145,-107.40789,0,NA,"","Interpolation-Digital Map Source (Tiger)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11191A","SOUTH CANYON CREEK ABOVE HWY 134","River/Stream","",14010005,NA,"",NA,"",39.549552,-107.413825,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11191C","SOUTH CANYON HOT SPRINGS","River/Stream","South Canyon Springs above the mouth of South Canyon Creek on road 134 at exit 111 of Interstate Hwy 70. Approx. 0.25mi. u/s from mouth and just on the west side of South Canyon Creek",14010005,NA,"",NA,"",39.5602,-107.4088,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11191D","SOUTH CANYON CREEK ABOVE HOT SPRINGS","River/Stream","",14010005,NA,"",NA,"",39.55328,-107.41023,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11191E","SOUTH CANYON D/S LANDFILL","River/Stream","",14010005,NA,"",NA,"",39.550209,-107.413222,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11191b","11191b","River/Stream","South Canyon Creek - near mouth",14010005,NA,"",NA,"",39.5619,-107.4081,NA,NA,"","GPS-Unspecified","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11193","GARFIELD CREEK AT 312 RD IN SWA","River/Stream","At State Wildlife Area turnoff after Garfield Creek crosses under Rd 312.",14010005,NA,"",NA,"",39.5329,-107.5532,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11201","ROAN CK NR DEBEQUE AT 44 RD","River/Stream","The site is about 0.25 miles upstream of the confluence with the Colorado River at 44 Rd.",14010005,NA,"",NA,"",39.331017,-108.21808,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11204","ROAN CREEK AT 202 RD.","River/Stream","",14010005,NA,"",NA,"",39.45342,-108.31744,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11205","11205","River/Stream","Roan Creek - below Brush Creek",14010005,NA,"",NA,"",39.50417,-108.39133,NA,NA,"","GPS-Unspecified","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11206","CARR CREEK ABOVE SCOTT HILL RD","River/Stream","Site located at first left turn after Scott Hill Rd, take right at fork in road, road crosses stream appx 1/8th mile below fork.",14010005,NA,"",NA,"",39.56649,-108.5017,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11207","DRY FORK AT CTY RD 222","River/Stream","Site located at gas rig turnoff appx 5 miles from Cty Rd 85. Site is on BLM land.",14010005,NA,"",NA,"",39.37864,-108.34331,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11208","ROAN CREEK ABOVE MUD SPRING CANYON","River/Stream","Site located just off of Cty Rd 204 above Mud Spring Canyon.",14010005,NA,"",NA,"",39.50962,-108.52482,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11212","LOGAN WASH NE OF DEBEUQUE","River/Stream","",14010005,NA,"",NA,"",39.413915,-108.177018,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11217","CLEAR CREEK AT CHEVRON GAGE","River/Stream","Site located at first left turn after Chevron gated entrance on Cty Rd 211",14010005,NA,"",NA,"",39.54814,-108.33103,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11221","PARACHUTE CREEK AT PARACHUTE, CO","River/Stream","Only bridge on west side of Parachute. NO SIGN",14010005,NA,"",NA,"",39.4502,-108.0543,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11250","BUZZARD CREEK AT 64.3 RD","River/Stream","Site located at 64.3 Rd bridge",14010005,NA,"",NA,"",39.27223,-107.85088,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","NAD83",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-47","47","River/Stream","Colorado River - at Newcastle",14010005,NA,"",NA,"",39.56465,-107.51809,NA,NA,"","GPS-Unspecified","UNKWN",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0033791-D/S","Colorado River d/s of CO0033791-003A Clifton","River/Stream","Downstream of CO0033791-003A at Colorado River at USGS Gauging Station 09163500",14010005,NA,"",NA,"",39.1328,-109.0264,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0033791-U/S","Colorado River u/s of CO0033791-003A Clifton","River/Stream","Upstream of CO0033791-003A",14010005,NA,"",NA,"",39.0576,-108.4545,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0040053-D/S","Colorado River at USGS 09163500 CO-UT Stateline gage","River/Stream","USGS 09163500 Colorado River near Colorado-Utah State Line",14010005,NA,"",NA,"",39.13276,-109.02705,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0040053-U/S","Colorado River at Redlands Bridge u/s of CO0040053 Persigo Outfall","River/Stream","042 Colorado River at Redlands Bridge",14010005,NA,"",NA,"",39.087949,-108.625302,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0048151-D/S","Colorado River d/s of CO0048151 Rifle Regional WWRF","River/Stream","The site is just downstream of the WWTF outfall",14010005,NA,"",NA,"",39.51891,-107.81112,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0048151-U/S","Colorado River u/s of CO0048151 Rifle Regional WWRF","River/Stream","The site is just upstream of the WWTF",14010005,NA,"",NA,"",39.52292,-107.78935,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0048852-AUX","Colorado River U/S Flow at USGS 09085100","River/Stream","USGS Gage Station 09085100 Colorado River below Glenwood Springs. The gage is downstream of the Roaring Fork Confluence.",14010005,NA,"",NA,"",39.55425,-107.337633,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0048852-D/S","Colorado River downstream of CO0048852 Glenwood Springs WWTF","River/Stream","100 yds Down Stream of Discharge",14010005,NA,"",NA,"",39.5599,-107.3733,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0048852-U/S","Colorado River U/S of CO0048852 Glenwood Springs WWTF","River/Stream","100 yds Upstream of discharge",14010005,NA,"",NA,"",39.5605,-107.3713,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,45,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0048854-AUX","Colorado River at State HWY 340 in Fruita","River/Stream","The site is upstream of the City of  Fruita WWTF",14010005,NA,"",NA,"",39.14202,-108.737787,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-CO0048854-D/S","Colorado River Downstream of CO0048854 Fruita WWTF","River/Stream","",14010005,NA,"",NA,"",39.132778,-109.026389,0,NA,"","GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",NA,"",NA,"","","","US",8,77,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
